0.000000	100.000000	0.000000	100.000000	
0.099999	99.505402	9.983706	100.000000	
0.199997	98.016506	19.868654	100.000000	
0.299996	95.548089	29.556072	100.000000	
0.399995	92.124717	38.949130	100.000000	
0.499994	87.780502	47.953950	100.000000	
0.599992	82.558758	56.480527	100.000000	
0.699991	76.511572	64.443600	100.000000	
0.799990	69.699284	71.763567	100.000000	
0.899988	62.189886	78.367198	100.000000	
0.999987	54.051190	84.327470	100.000000	
1.099986	45.364843	89.306701	100.000000	
1.199985	36.221117	93.441971	100.000000	
1.299983	26.712992	96.596019	100.000000	
1.399982	16.945473	98.652996	100.000000	
1.499981	7.011726	99.872833	100.000000	
1.599979	-2.995481	100.102847	100.000000	
1.699978	-12.974646	99.308680	100.000000	
1.799977	-22.825167	97.522150	100.000000	
1.899976	-32.448605	94.761009	100.000000	
1.999974	-41.748783	91.052747	100.000000	
2.099973	-50.632740	86.434325	100.000000	
2.199972	-59.011667	80.951796	100.000000	
2.299970	-66.801793	74.659855	100.000000	
2.399969	-73.925221	67.621291	100.000000	
2.499968	-80.310706	59.906357	100.000000	
2.599967	-85.894373	51.592072	100.000000	
2.699965	-90.620349	42.761453	100.000000	
2.799964	-94.441327	33.502681	100.000000	
2.899963	-97.319038	23.908228	100.000000	
2.999961	-99.224634	14.073925	100.000000	
3.099960	-100.138976	4.098014	100.000000	
3.199959	-100.052831	-5.919842	100.000000	
3.299958	-98.966957	-15.879550	100.000000	
3.399956	-96.892105	-25.681587	100.000000	
3.499955	-93.848909	-35.227996	100.000000	
3.599954	-89.867679	-44.423365	100.000000	
3.699952	-84.988101	-53.175781	100.000000	
3.799951	-79.258841	-61.397744	100.000000	
3.899950	-72.737061	-69.007049	100.000000	
3.999949	-65.496255	-75.849347	100.000000	
4.099947	-57.601784	-81.981224	100.000000	
4.199946	-49.131205	-87.389552	100.000000	
4.299945	-40.164032	-91.838456	100.000000	
4.399943	-30.793219	-95.487822	100.000000	
4.499942	-21.124162	-97.996204	100.000000	
4.599941	-11.237005	-99.604525	100.000000	
4.699939	-1.235708	-100.342048	100.000000	
4.799938	8.787427	-99.937146	100.000000	
4.899937	18.720845	-98.541559	100.000000	
4.999936	28.465729	-96.177168	100.000000	
5.099934	37.925281	-92.737424	100.000000	
5.199933	46.991446	-88.412600	100.000000	
5.299932	55.585323	-83.267843	100.000000	
5.399930	63.623618	-77.306528	100.000000	
5.499929	71.013666	-70.268312	100.000000	
5.599928	77.673499	-62.735082	100.000000	
5.699927	83.551980	-54.653866	100.000000	
5.799925	88.594245	-46.025749	100.000000	
5.899924	92.751112	-36.952869	100.000000	
5.999923	95.981633	-27.510103	100.000000	
6.099921	98.250800	-17.719572	100.000000	
6.199920	99.529296	-7.719021	100.000000	
6.299919	99.804593	2.311762	100.000000	
6.399918	99.080162	12.264525	100.000000	
6.499916	97.365659	22.095738	100.000000	
6.599915	94.678116	31.707155	100.000000	
6.699914	91.044289	41.002729	100.000000	
6.799912	86.500391	49.889526	100.000000	
6.899911	81.091737	58.278719	100.000000	
6.999910	74.872280	66.086435	100.000000	
7.099909	67.902880	73.250645	100.000000	
7.199907	60.251136	79.731817	100.000000	
7.299906	51.992669	85.360758	100.000000	
7.399905	43.213344	90.129362	100.000000	
7.499903	34.001340	94.005877	100.000000	
7.599902	24.447894	96.935521	100.000000	
7.699901	14.655828	98.545272	100.000000	
7.799900	4.742800	99.666613	100.000000	
7.899898	-5.231086	99.647170	100.000000	
7.999897	-15.153700	98.632061	100.000000	
8.099896	-24.925891	96.631327	100.000000	
